#,ID,course_id,sec_id,semester,year,grade
9436,55915,893,1,Fall,2007,C 
9437,47487,696,1,Spring,2002,A 
9438,17057,274,1,Fall,2002,C+
9439,99226,991,1,Spring,2008,C-
9440,76743,545,1,Fall,2001,A 
9441,67657,468,2,Fall,2007,B-
9442,70061,843,1,Fall,2010,A+
9443,36657,927,1,Fall,2002,B-
9444,46066,747,1,Spring,2004,A 
9445,67146,421,1,Fall,2004,B 
9446,6673,559,1,Fall,2002,C 
9447,80976,237,1,Spring,2008,C-
9448,12711,642,1,Fall,2004,A+
9449,39876,349,1,Spring,2008,A-
9450,75513,927,1,Fall,2002,B 
9451,17769,192,1,Fall,2002,A-
9452,72055,239,1,Fall,2006,C-
9453,42565,408,2,Spring,2003,C 
9454,29514,415,1,Fall,2010,C 
9455,85534,468,2,Fall,2007,C-
9456,8022,237,1,Spring,2008,A+
9457,70235,875,1,Spring,2005,A+
9458,26080,603,1,Fall,2003,A-
9459,58594,461,1,Fall,2002,B-
9460,48589,200,1,Spring,2007,B-
9461,85809,960,2,Fall,2006,C+
9462,35175,200,2,Fall,2002,B 
9463,54622,704,1,Spring,2008,A+
9464,65038,105,2,Fall,2002,B+
9465,8986,867,2,Fall,2010,C-
9466,69730,270,1,Spring,2010,C-
9467,41890,867,1,Fall,2006,A+
9468,64401,158,1,Fall,2008,C+
9469,3739,791,1,Spring,2006,B 
9470,37454,694,1,Fall,2002,B+
9471,21552,852,1,Spring,2008,A+
9472,23392,760,1,Spring,2004,B-
9473,14668,237,2,Fall,2009,A-
9474,38602,893,1,Fall,2007,A 
9475,1232,489,1,Fall,2007,A-
9476,78332,875,1,Spring,2005,C 
9477,435,679,1,Spring,2010,C-
9478,83953,362,2,Fall,2006,C+
9479,61356,105,2,Fall,2002,A+
9480,85226,747,1,Spring,2004,A+
9481,17944,482,1,Fall,2005,A 
9482,8843,642,1,Fall,2004,C+
9483,96911,642,1,Fall,2004,C 
9484,78481,443,1,Spring,2010,B+
9485,21394,274,1,Fall,2002,A-
9486,76057,258,1,Fall,2007,C-
9487,34055,461,1,Fall,2002,C-
9488,99977,362,2,Fall,2006,B-
9489,65438,158,1,Fall,2008,C-
9490,26147,137,1,Spring,2002,C-
9491,65987,105,1,Fall,2009,B+
9492,80254,169,2,Fall,2002,C 
9493,81245,642,1,Fall,2004,A+
9494,6895,852,1,Spring,2008,C 
9495,95366,642,1,Fall,2004,A-
9496,28133,875,1,Spring,2005,B-
9497,32506,192,1,Fall,2002,C+
9498,40738,748,1,Fall,2003,C 
9499,12941,795,1,Spring,2004,A-
9500,52471,362,1,Fall,2005,C-
9501,259,421,1,Fall,2004,A+
9502,77364,408,2,Spring,2003,B 
9503,5005,527,1,Fall,2004,A-
9504,31442,875,1,Spring,2005,B 
9505,99977,270,1,Spring,2010,B-
9506,11682,443,1,Spring,2010,C-
9507,29645,192,1,Fall,2002,A+
9508,59117,960,2,Fall,2006,C+
9509,4582,974,1,Fall,2003,C+
9510,88085,362,3,Spring,2008,B 
9511,54296,760,1,Spring,2004,A 
9512,57538,808,1,Fall,2003,A 
9513,2561,313,1,Fall,2010,C+
9514,63310,694,1,Fall,2002,A+
9515,56124,960,1,Fall,2009,C 
9516,35462,400,2,Fall,2003,C-
9517,21246,443,1,Spring,2010,B+
9518,53451,242,1,Fall,2009,B+
9519,96134,991,1,Spring,2008,A+
9520,38696,867,2,Fall,2010,C-
9521,67017,426,1,Spring,2006,C 
9522,93814,468,2,Fall,2007,B+
9523,73213,362,3,Spring,2008,C+
9524,10204,408,2,Spring,2003,C 
9525,22325,274,1,Fall,2002,A 
9526,42991,200,1,Spring,2007,A-
9527,29140,242,1,Fall,2009,A+
9528,62636,366,1,Fall,2005,C-
9529,72501,482,1,Fall,2005,B 
9530,70235,867,1,Fall,2006,C 
9531,32056,237,2,Fall,2009,B 
9532,46970,864,1,Spring,2006,C 
9533,66008,631,1,Spring,2007,C 
9534,8517,704,1,Spring,2008,A 
9535,98870,599,1,Spring,2003,B 
9536,16631,599,1,Spring,2003,C 
9537,1000,972,1,Spring,2009,B+
9538,68395,802,1,Spring,2003,C 
9539,18338,426,1,Spring,2006,B+
9540,62749,795,1,Spring,2004,C 
9541,33645,415,1,Fall,2010,C 
9542,21337,704,1,Spring,2008,B-
9543,108,802,1,Spring,2003,A-
9544,20540,421,1,Fall,2004,A 
9545,73206,679,1,Spring,2010,C 
9546,94324,626,1,Fall,2006,C-
9547,64820,702,1,Spring,2001,A+
9548,45817,338,2,Spring,2006,A-
9549,41091,642,1,Fall,2004,A-
9550,7956,962,1,Spring,2008,C-
9551,88887,426,1,Spring,2006,C 
9552,99369,408,1,Spring,2007,A 
9553,37946,991,1,Spring,2008,C+
9554,76169,426,1,Spring,2006,B-
9555,29002,692,1,Spring,2010,C+
9556,5943,158,1,Fall,2008,C+
9557,5703,319,1,Spring,2003,B-
9558,58606,696,1,Spring,2002,A+
9559,68554,338,2,Spring,2006,A-
9560,73807,612,1,Fall,2007,A 
9561,19791,200,2,Fall,2002,B 
9562,75522,421,1,Fall,2004,C 
9563,29260,345,1,Spring,2008,B+
9564,78332,200,2,Fall,2002,B-
9565,847,237,1,Spring,2008,A 
9566,18554,338,1,Spring,2007,C+
9567,15487,486,1,Fall,2009,B+
9568,79487,864,1,Spring,2006,B 
9569,85211,663,1,Spring,2005,C+
9570,96772,362,3,Spring,2008,B+
9571,12979,793,1,Spring,2002,B-
9572,7498,791,1,Spring,2006,B+
9573,90814,461,1,Fall,2002,A-
9574,20985,270,1,Spring,2010,C+
9575,41450,443,1,Spring,2010,A-
9576,14621,237,2,Fall,2009,C+
9577,97023,991,1,Spring,2008,A-
9578,51203,642,1,Fall,2004,B+
9579,10727,400,2,Fall,2003,C-
9580,72485,972,1,Spring,2009,C 
9581,88140,545,1,Fall,2001,A+
9582,42565,457,1,Spring,2001,A+
9583,85234,692,1,Spring,2010,A-
9584,2561,319,1,Spring,2003,A 
9585,3487,274,1,Fall,2002,A 
9586,42956,258,1,Fall,2007,C+
9587,49280,242,1,Fall,2009,B 
9588,6523,793,1,Spring,2002,A-
9589,77580,192,1,Fall,2002,C 
9590,39619,421,1,Fall,2004,C-
9591,60249,959,1,Fall,2006,C+
9592,41261,408,1,Spring,2007,C+
9593,85234,242,1,Fall,2009,A+
9594,4004,599,1,Spring,2003,B+
9595,34158,338,2,Spring,2006,B+
9596,96324,415,1,Fall,2010,C-
9597,51862,496,1,Fall,2001,A 
9598,28538,791,1,Spring,2006,A 
9599,32065,493,1,Spring,2010,C-
9600,50969,972,1,Spring,2009,B+
9601,31086,274,1,Fall,2002,B 
9602,32245,482,1,Fall,2005,C-
9603,25528,421,1,Fall,2004,C 
9604,49244,105,1,Fall,2009,C-
9605,40897,400,2,Fall,2003,A-
9606,84039,559,1,Fall,2002,B+
9607,62520,679,1,Spring,2010,B+
9608,99710,603,1,Fall,2003,B+
9609,81150,486,1,Fall,2009,B-
9610,25718,959,1,Fall,2006,B 
9611,65190,867,1,Fall,2006,C+
9612,58326,349,1,Spring,2008,B 
9613,25187,735,2,Spring,2010,A+
9614,11101,376,1,Fall,2006,C+
9615,20084,242,1,Fall,2009,C 
9616,18809,959,1,Fall,2006,B+
9617,53496,962,1,Spring,2008,A+
9618,48901,991,1,Spring,2008,C 
9619,90041,629,1,Spring,2003,C-
9620,87054,581,1,Spring,2005,B+
9621,3639,408,2,Spring,2003,C+
9622,19293,237,1,Spring,2008,B 
9623,90234,960,2,Fall,2006,C+
9624,30177,457,1,Spring,2001,C+
9625,77000,496,1,Fall,2001,B 
9626,27727,270,1,Spring,2010,A+
9627,69732,242,1,Fall,2009,A+
9628,69581,461,1,Fall,2002,B+
9629,68242,735,1,Spring,2003,C 
9630,74070,105,2,Fall,2002,C 
9631,43981,415,1,Fall,2010,B-
9632,57334,415,1,Fall,2010,B-
9633,70061,376,1,Fall,2006,C-
9634,50743,426,1,Spring,2006,B+
9635,60249,867,1,Fall,2006,B 
9636,10076,237,1,Spring,2008,A-
9637,37818,274,1,Fall,2002,C-
9638,5017,694,1,Fall,2002,C+
9639,31101,603,1,Fall,2003,B+
9640,45436,158,1,Fall,2008,C 
9641,64082,192,1,Fall,2002,B 
9642,64082,443,2,Spring,2002,C-
9643,71630,137,1,Spring,2002,B+
9644,34788,571,1,Spring,2004,A+
9645,91569,457,1,Spring,2001,A+
9646,61065,493,1,Spring,2010,B-
9647,2419,304,1,Fall,2009,A-
9648,92442,421,1,Fall,2004,C+
9649,98359,559,1,Fall,2002,B-
9650,90663,443,1,Spring,2010,C 
9651,43505,426,1,Spring,2006,B-
9652,42960,366,1,Fall,2005,C 
9653,41751,489,1,Fall,2007,B 
9654,65714,400,1,Spring,2007,C 
9655,79772,461,1,Fall,2002,C 
9656,83136,581,1,Spring,2005,A 
9657,82970,352,1,Spring,2006,C 
9658,96246,105,2,Fall,2002,C-
9659,30188,927,1,Fall,2002,A 
9660,7620,169,1,Spring,2007,A+
9661,21789,408,1,Spring,2007,A 
9662,46260,991,1,Spring,2008,C+
9663,74672,808,1,Fall,2003,A 
9664,91992,158,1,Fall,2008,C 
9665,12173,239,1,Fall,2006,A+
9666,45359,461,1,Fall,2002,A 
9667,28738,366,1,Fall,2005,A 
9668,42625,401,1,Fall,2003,A+
9669,19848,482,1,Fall,2005,A-
9670,32483,158,2,Spring,2008,B 
9671,52057,527,1,Fall,2004,A+
9672,82066,735,2,Spring,2010,A 
9673,16528,974,1,Fall,2003,A 
9674,83398,401,1,Fall,2003,A 
9675,79210,486,1,Fall,2009,C-
9676,58634,400,2,Fall,2003,C 
9677,41675,626,1,Fall,2006,A-
9678,18367,334,1,Fall,2009,A-
9679,75231,808,1,Fall,2003,B-
9680,1402,366,1,Fall,2005,B-
9681,10527,426,1,Spring,2006,A-
9682,56276,702,1,Spring,2001,B 
9683,90004,313,1,Fall,2010,B+
9684,80610,270,1,Spring,2010,C+
9685,99780,696,1,Spring,2002,B 
9686,23224,694,1,Fall,2002,B 
9687,52707,496,1,Fall,2001,C 
9688,27236,334,1,Fall,2009,B 
9689,35721,476,1,Fall,2010,A-
9690,48776,991,1,Spring,2008,C+
9691,73542,949,1,Fall,2007,B-
9692,90609,974,1,Fall,2003,C-
9693,108,105,2,Fall,2002,B+
9694,16250,345,1,Spring,2008,B-
9695,92949,400,1,Spring,2007,B 
9696,48589,443,1,Spring,2010,B-
9697,6367,362,2,Fall,2006,A+
9698,5393,642,1,Fall,2004,C 
9699,43130,421,1,Fall,2004,A-
9700,63860,875,1,Spring,2005,B 
9701,92703,791,1,Spring,2006,C 
9702,8603,802,1,Spring,2003,C+
9703,61527,960,1,Fall,2009,A-
9704,49073,791,1,Spring,2006,C-
9705,67293,426,1,Spring,2006,C+
9706,52076,631,1,Spring,2007,B+
9707,14484,362,3,Spring,2008,C 
9708,14032,239,1,Fall,2006,B+
9709,66106,169,2,Fall,2002,A-
9710,10454,349,1,Spring,2008,A+
9711,77244,527,1,Fall,2004,A+
9712,35905,702,1,Spring,2001,C+
9713,65056,642,1,Fall,2004,B 
9714,95953,426,1,Spring,2006,B+
9715,24197,735,2,Spring,2010,C-
9716,90609,334,1,Fall,2009,C+
9717,52750,559,1,Fall,2002,C-
9718,92659,545,1,Fall,2001,A+
9719,51008,791,1,Spring,2006,B 
9720,41751,258,1,Fall,2007,C-
9721,90372,421,1,Fall,2004,A+
9722,44881,493,1,Spring,2010,A 
9723,13749,258,1,Fall,2007,A-
9724,18752,493,1,Spring,2010,C-
9725,31993,352,1,Spring,2006,A 
9726,51238,366,1,Fall,2005,A-
9727,23500,748,1,Fall,2003,A 
9728,68999,864,1,Spring,2006,C-
9729,10481,696,1,Spring,2002,C 
9730,18675,239,1,Fall,2006,A 
9731,55000,591,1,Spring,2005,A-
9732,78454,642,1,Fall,2004,C+
9733,8603,843,1,Fall,2010,A 
9734,3335,561,1,Fall,2006,C-
9735,22057,400,1,Spring,2007,B+
9736,2561,461,1,Fall,2002,A+
9737,82970,527,1,Fall,2004,A+
9738,72528,808,1,Fall,2003,C+
9739,48611,461,1,Fall,2002,A-
9740,55238,362,2,Fall,2006,A-
9741,98120,642,1,Fall,2004,B-
9742,2848,735,2,Spring,2010,B-
9743,63860,960,1,Fall,2009,A 
9744,35905,443,2,Spring,2002,C-
9745,45570,626,1,Fall,2006,B-
9746,59517,604,1,Spring,2009,A+
9747,61065,962,1,Spring,2008,C+
9748,52187,274,1,Fall,2002,C-
9749,90089,843,1,Fall,2010,A+
9750,74974,401,1,Fall,2003,B+
9751,64938,893,1,Fall,2007,C+
9752,42114,158,1,Fall,2008,B 
9753,72669,400,1,Spring,2007,A 
9754,25528,875,1,Spring,2005,B-
9755,90234,527,1,Fall,2004,C 
9756,1087,581,1,Spring,2005,B 
9757,898,468,1,Fall,2005,A+
9758,26473,362,2,Fall,2006,B+
9759,91442,401,1,Fall,2003,A+
9760,10904,991,1,Spring,2008,B+
9761,11966,258,1,Fall,2007,B 
9762,11530,864,1,Spring,2006,C-
9763,58170,461,1,Fall,2002,C+
9764,95626,927,1,Fall,2002,B-
9765,83557,468,2,Fall,2007,B 
9766,9993,692,1,Spring,2010,B 
9767,57538,200,1,Spring,2007,A 
9768,59848,974,1,Fall,2003,A 
9769,42565,200,2,Fall,2002,C 
9770,1018,158,1,Fall,2008,A-
9771,5703,468,2,Fall,2007,A+
9772,89051,105,2,Fall,2002,B 
9773,65715,468,2,Fall,2007,C 
9774,98940,274,1,Fall,2002,B+
9775,8819,571,1,Spring,2004,A 
9776,63289,793,1,Spring,2002,C+
9777,8192,362,3,Spring,2008,C 
9778,85981,867,1,Fall,2006,C+
9779,163,443,1,Spring,2010,C 
9780,5393,612,1,Fall,2007,B 
9781,56212,760,1,Spring,2004,A-
9782,28361,415,1,Fall,2010,C+
9783,36402,561,1,Fall,2006,A 
9784,842,169,2,Fall,2002,B+
9785,66259,972,1,Spring,2009,C-
9786,51416,274,1,Fall,2002,B 
9787,44836,415,1,Fall,2010,B-
9788,82687,200,1,Spring,2007,A+
9789,65433,735,1,Spring,2003,B 
9790,17676,445,1,Spring,2001,A+
9791,61364,795,1,Spring,2004,A-
9792,1812,237,1,Spring,2008,B+
9793,48247,489,1,Fall,2007,B+
9794,66281,581,1,Spring,2005,A-
9795,91569,362,3,Spring,2008,A 
9796,10705,959,1,Fall,2006,A-
9797,73186,571,1,Spring,2004,A+
9798,14874,457,1,Spring,2001,A+
9799,67017,599,1,Spring,2003,A+
9800,59908,991,1,Spring,2008,B 
9801,5208,237,1,Spring,2008,A-
9802,70807,927,1,Fall,2002,B-
9803,82868,960,1,Fall,2009,A 
9804,65038,493,1,Spring,2010,B-
9805,61403,793,1,Spring,2002,B-
9806,74796,748,1,Fall,2003,A 
9807,35685,629,1,Spring,2003,B-
9808,76743,599,1,Spring,2003,B 
9809,8252,415,1,Fall,2010,B-
9810,32772,663,1,Spring,2005,A 
9811,78911,599,1,Spring,2003,A+
9812,90041,349,1,Spring,2008,B 
9813,68330,258,1,Fall,2007,A+
9814,60762,169,2,Fall,2002,A+
9815,39521,679,1,Spring,2010,C+
9816,38973,445,1,Spring,2001,C-
9817,83686,760,1,Spring,2004,C+
9818,64820,476,1,Fall,2010,A+
9819,17600,604,1,Spring,2009,C+
9820,30943,366,1,Fall,2005,B-
9821,15249,192,1,Fall,2002,A+
9822,70359,702,1,Spring,2001,C-
9823,19861,974,1,Fall,2003,A 
9824,30164,626,1,Fall,2006,C-
9825,87651,443,2,Spring,2002,B+
9826,60249,239,1,Fall,2006,A-
9827,26080,527,1,Fall,2004,A-
9828,58170,304,1,Fall,2009,A-
9829,2139,366,1,Fall,2005,B+
9830,74796,893,1,Fall,2007,A-
9831,66229,366,1,Fall,2005,B+
9832,94311,493,1,Spring,2010,B 
9833,53803,791,1,Spring,2006,A 
9834,7970,338,1,Spring,2007,C+
9835,7620,972,1,Spring,2009,A 
9836,11202,237,1,Spring,2008,A 
9837,3833,642,1,Fall,2004,B 
9838,99780,401,1,Fall,2003,A-
9839,21008,237,2,Fall,2009,C-
9840,14869,461,1,Fall,2002,C 
9841,32419,960,1,Fall,2009,A+
9842,23311,401,1,Fall,2003,B-
9843,80698,443,1,Spring,2010,B+
9844,39978,629,1,Spring,2003,A 
9845,82591,696,1,Spring,2002,C-
9846,34331,338,1,Spring,2007,B 
9847,97023,527,1,Fall,2004,B-
9848,76953,192,1,Fall,2002,B-
9849,10917,735,1,Spring,2003,B+
9850,827,319,1,Spring,2003,C+
9851,1727,927,1,Fall,2002,B-
9852,9256,599,1,Spring,2003,B-
9853,39521,274,1,Fall,2002,A 
9854,65714,974,1,Fall,2003,C-
9855,4355,408,2,Spring,2003,B+
9856,2970,867,1,Fall,2006,A 
9857,77898,802,1,Spring,2003,A+
9858,58081,408,1,Spring,2007,B-
9859,13290,408,1,Spring,2007,A-
9860,72669,304,1,Fall,2009,B-
9861,99754,760,1,Spring,2004,C+
9862,59530,559,1,Fall,2002,A 
9863,507,443,1,Spring,2010,C-
9864,67793,468,2,Fall,2007,B+
9865,16849,959,1,Fall,2006,C+
9866,87831,599,1,Spring,2003,B-
9867,50331,696,1,Spring,2002,B-
9868,69285,319,1,Spring,2003,A 
9869,84704,626,1,Fall,2006,A 
9870,45436,571,1,Spring,2004,B-
9871,7020,735,1,Spring,2003,A 
9872,92693,760,1,Spring,2004,B+
9873,53424,591,1,Spring,2005,A-
9874,70310,426,1,Spring,2006,C 
9875,89140,169,1,Spring,2007,A 
9876,21395,242,1,Fall,2009,A 
9877,56212,679,1,Spring,2010,A 
9878,20445,748,1,Fall,2003,B 
9879,931,169,2,Fall,2002,C-
9880,6990,972,1,Spring,2009,C+
9881,71630,274,1,Fall,2002,C 
9882,22532,960,1,Fall,2009,A 
9883,83557,443,1,Spring,2010,C-
9884,94142,482,1,Fall,2005,A-
9885,19917,468,2,Fall,2007,A 
9886,15430,270,1,Spring,2010,C-
9887,63860,192,1,Fall,2002,C+
9888,19848,642,1,Fall,2004,B-
9889,41211,629,1,Spring,2003,C-
9890,760,581,1,Spring,2005,C 
9891,42565,366,1,Fall,2005,C-
9892,5336,457,1,Spring,2001,C+
9893,32954,559,1,Fall,2002,B 
9894,75938,105,1,Fall,2009,B-
9895,463,631,1,Spring,2007,C-
9896,78581,482,1,Fall,2005,A-
9897,61003,338,2,Spring,2006,B-
9898,71426,629,1,Spring,2003,C 
9899,21101,415,1,Fall,2010,A-
9900,26080,795,1,Spring,2004,A 
9901,77172,972,1,Spring,2009,A 
9902,46155,270,1,Spring,2010,C+
9903,16347,793,1,Spring,2002,B+
9904,81566,802,1,Spring,2003,A 
9905,96968,696,1,Spring,2002,A-
9906,1110,581,1,Spring,2005,A 
9907,13352,696,1,Spring,2002,A-
9908,99730,105,2,Fall,2002,B+
9909,27017,362,3,Spring,2008,C 
9910,7620,489,1,Fall,2007,A 
9911,43211,893,1,Fall,2007,B-
9912,28994,482,1,Fall,2005,A 
9913,78454,362,2,Fall,2006,B+
9914,64550,599,1,Spring,2003,A+
9915,11966,599,1,Spring,2003,C 
9916,35042,631,1,Spring,2007,B+
9917,30110,735,1,Spring,2003,C-
9918,95046,974,1,Fall,2003,C 
9919,93508,974,1,Fall,2003,C+
9920,31442,793,1,Spring,2002,C-
9921,13741,793,1,Spring,2002,C 
9922,15083,443,1,Spring,2010,A+
9923,87222,421,1,Fall,2004,C 
9924,77218,408,2,Spring,2003,B 
9925,20195,793,1,Spring,2002,C+
9926,46155,408,1,Spring,2007,B-
9927,55238,991,1,Spring,2008,A-
9928,52750,974,1,Fall,2003,B 
9929,93125,237,1,Spring,2008,C-
9930,99719,496,1,Fall,2001,A 
9931,47126,192,1,Fall,2002,A-
9932,51817,415,1,Fall,2010,C-
9933,5898,349,1,Spring,2008,C+
9934,52187,401,1,Fall,2003,B-
9935,87784,105,1,Fall,2009,C-
9936,31266,362,2,Fall,2006,C-
9937,10481,960,1,Fall,2009,A+
9938,63361,612,1,Fall,2007,C 
9939,58355,408,1,Spring,2007,C-
9940,44703,793,1,Spring,2002,A+
9941,81566,421,1,Fall,2004,A+
9942,62716,200,1,Spring,2007,A+
9943,91370,362,1,Fall,2005,A-
9944,77415,274,1,Fall,2002,B+
9945,78858,169,1,Spring,2007,B+
9946,20445,493,1,Spring,2010,A-
9947,66106,304,1,Fall,2009,C 
9948,44584,949,1,Fall,2007,B+
9949,64642,843,1,Fall,2010,A-
9950,13506,559,1,Fall,2002,C+
9951,28316,258,1,Fall,2007,C-
9952,29002,604,1,Spring,2009,A+
9953,2177,313,1,Fall,2010,C 
9954,12683,748,1,Fall,2003,C+
9955,24442,426,1,Spring,2006,A+
9956,50658,376,1,Fall,2006,C+
9957,16297,400,2,Fall,2003,C-
9958,9953,747,1,Spring,2004,B 
9959,94726,400,2,Fall,2003,B+
9960,59397,527,1,Fall,2004,B+
9961,35905,239,1,Fall,2006,B 
9962,95099,443,1,Spring,2010,C 
9963,1110,561,1,Fall,2006,A 
9964,59673,760,1,Spring,2004,B 
9965,84865,679,1,Spring,2010,C-
9966,88140,748,1,Fall,2003,B+
9967,31137,974,1,Fall,2003,A-
9968,27662,893,1,Fall,2007,B+
9969,9947,345,1,Spring,2008,B-
9970,28738,604,1,Spring,2009,C+
9971,53152,626,1,Fall,2006,C 
9972,29091,362,3,Spring,2008,C+
9973,52187,482,1,Fall,2005,A+
9974,45570,352,1,Spring,2006,B+
9975,48469,679,1,Spring,2010,C-
9976,29920,482,1,Fall,2005,A-
9977,77234,352,1,Spring,2006,B 
9978,19582,972,1,Spring,2009,B-
9979,94815,457,1,Spring,2001,A-
9980,19220,545,1,Fall,2001,B-
9981,36791,482,1,Fall,2005,B 
9982,19362,362,1,Fall,2005,A 
9983,86674,559,1,Fall,2002,A-
9984,87048,927,1,Fall,2002,B 
9985,45680,867,1,Fall,2006,C-
9986,20099,694,1,Fall,2002,C-
9987,98563,426,1,Spring,2006,C-
9988,97042,735,1,Spring,2003,B 
9989,99647,949,1,Fall,2007,C-
9990,50039,362,2,Fall,2006,B 
9991,42843,400,2,Fall,2003,B+
9992,42114,362,3,Spring,2008,B+
9993,15613,571,1,Spring,2004,A 
9994,17607,400,2,Fall,2003,A 
9995,66753,702,1,Spring,2001,B 
9996,38668,864,1,Spring,2006,A-
9997,59290,791,1,Spring,2006,C+
9998,81883,561,1,Fall,2006,A+
9999,94815,927,1,Fall,2002,A+
10000,23270,679,1,Spring,2010,C+
10001,63361,270,1,Spring,2010,A-
10002,45817,200,1,Spring,2007,C+
10003,17831,760,1,Spring,2004,C-
10004,88302,274,1,Fall,2002,A+
10005,82402,949,1,Fall,2007,A+
10006,80651,274,1,Fall,2002,B 
10007,13081,867,2,Fall,2010,A+
10008,10663,974,1,Fall,2003,C 
10009,75513,591,1,Spring,2005,A-
10010,45200,631,1,Spring,2007,B-
10011,26028,795,1,Spring,2004,B 
10012,57511,802,1,Spring,2003,B 
10013,11057,237,2,Fall,2009,A 
10014,57160,496,1,Fall,2001,B-
10015,84189,192,1,Fall,2002,A-
10016,75547,735,2,Spring,2010,B+
10017,21552,545,1,Fall,2001,B+
10018,88553,338,1,Spring,2007,B+
10019,95953,239,1,Fall,2006,A 
10020,73606,401,1,Fall,2003,B-
10021,77898,735,1,Spring,2003,A+
10022,842,864,1,Spring,2006,C+
10023,71878,496,1,Fall,2001,C+
10024,75116,137,1,Spring,2002,B+
10025,67583,274,1,Fall,2002,A-
10026,73602,960,2,Fall,2006,A 
10027,68516,735,2,Spring,2010,C+
10028,10481,169,1,Spring,2007,A 
10029,30943,791,1,Spring,2006,C-
10030,11422,591,1,Spring,2005,C+
10031,59530,793,1,Spring,2002,B-
10032,82646,445,1,Spring,2001,B+
10033,99271,694,1,Fall,2002,A-
10034,38902,313,1,Fall,2010,C+
10035,63612,242,1,Fall,2009,B-
10036,18286,158,1,Fall,2008,A+
10037,33094,468,2,Fall,2007,C 
10038,22532,169,2,Fall,2002,A-
10039,86075,200,1,Spring,2007,C 
10040,23934,242,1,Fall,2009,A+
10041,19541,400,1,Spring,2007,B-
10042,93354,559,1,Fall,2002,A+
10043,84167,603,1,Fall,2003,A+
10044,557,461,1,Fall,2002,A 
10045,65901,599,1,Spring,2003,A+
10046,72521,242,1,Fall,2009,B-
10047,18808,962,1,Spring,2008,B 
10048,74796,443,2,Spring,2002,A+
10049,90009,793,1,Spring,2002,B+
10050,64155,415,1,Fall,2010,C 
10051,65901,345,1,Spring,2008,A-
10052,94990,599,1,Spring,2003,B-
10053,30845,426,1,Spring,2006,C 
10054,22254,867,2,Fall,2010,B 
10055,17665,496,1,Fall,2001,C-
10056,16347,604,1,Spring,2009,B+
10057,57083,461,1,Fall,2002,C 
10058,88169,696,1,Spring,2002,C+
10059,78787,158,2,Spring,2008,B-
10060,80610,137,1,Spring,2002,B-
10061,33882,334,1,Fall,2009,C-
10062,52076,362,3,Spring,2008,C-
10063,83314,137,1,Spring,2002,A 
10064,45494,949,1,Fall,2007,A+
10065,86934,972,1,Spring,2009,A+
10066,83314,793,1,Spring,2002,A 
10067,1000,748,1,Fall,2003,A 
10068,83686,960,1,Fall,2009,A+
10069,86806,545,1,Fall,2001,C+
10070,47265,642,1,Fall,2004,B 
10071,86552,443,1,Spring,2010,A-
10072,16347,960,2,Fall,2006,B 
10073,99268,694,1,Fall,2002,A+
10074,85614,735,2,Spring,2010,A-
10075,59539,476,1,Fall,2010,B 
10076,69307,760,1,Spring,2004,B 
10077,98830,795,1,Spring,2004,A-
10078,92040,137,1,Spring,2002,B 
10079,84727,362,3,Spring,2008,B-
10080,86753,408,1,Spring,2007,A 
10081,56089,581,1,Spring,2005,A-
10082,62549,338,2,Spring,2006,B+
10083,60688,169,2,Fall,2002,C-
10084,60688,200,1,Spring,2007,A+
10085,61003,493,1,Spring,2010,C+
10086,33817,559,1,Fall,2002,B 
10087,74016,352,1,Spring,2006,B-
10088,61783,426,1,Spring,2006,C-
10089,39114,843,1,Fall,2010,B+
10090,64138,105,2,Fall,2002,B 
10091,18367,362,1,Fall,2005,A-
10092,75362,400,1,Spring,2007,A-
10093,81610,362,1,Fall,2005,C 
10094,77289,482,1,Fall,2005,C+
10095,65433,867,2,Fall,2010,C 
10096,57242,415,1,Fall,2010,B-
10097,47824,304,1,Fall,2009,B-
10098,11083,629,1,Spring,2003,A-
10099,30222,960,1,Fall,2009,C+
10100,92040,489,1,Fall,2007,C-
10101,6474,482,1,Fall,2005,A+
10102,12078,445,1,Spring,2001,A+
10103,30177,376,1,Fall,2006,B+
10104,87706,960,2,Fall,2006,C+
10105,41894,304,1,Fall,2009,B 
10106,63860,468,1,Fall,2005,A-
10107,40932,239,1,Fall,2006,A-
10108,83170,808,1,Fall,2003,C-
10109,30124,747,1,Spring,2004,B+
10110,10693,692,1,Spring,2010,C+
10111,29091,679,1,Spring,2010,C 
10112,74911,192,1,Fall,2002,A 
10113,50743,376,1,Fall,2006,C 
10114,58874,376,1,Fall,2006,A+
10115,95099,735,1,Spring,2003,B 
10116,69632,408,2,Spring,2003,B-
10117,74530,400,2,Fall,2003,A+
10118,48009,875,1,Spring,2005,C+
10119,25611,242,1,Fall,2009,C-
10120,50658,200,1,Spring,2007,B 
10121,5243,362,2,Fall,2006,A+
10122,1826,445,1,Spring,2001,C-
10123,52057,443,2,Spring,2002,B+
10124,96117,791,1,Spring,2006,C 
10125,1836,748,1,Fall,2003,A-
10126,14628,366,1,Fall,2005,A-
10127,32483,274,1,Fall,2002,C+
10128,2286,791,1,Spring,2006,A-
10129,2286,603,1,Fall,2003,C-
10130,87222,362,1,Fall,2005,C 
10131,75510,867,2,Fall,2010,B 
10132,65443,362,1,Fall,2005,C+
10133,18808,581,1,Spring,2005,C-
10134,14596,629,1,Spring,2003,A-
